Common Name,Latitude,Longitude,Photos,Primary ID,Status,Tree Number,Overall Monetary Benefit,Stormwater Monetary Benefit,Runoff Prevention (Gallons),Property Value Total,Energy Savings,Energy Saved (kWh),Natural Gas Savings,Heat Prevention (Therms),Air Quality Monetary Benefit,Pollutants removed (lb),Carbon Monetary Benefit,Carbon Stored (lb),Carbon Sequestered (lb),Carbon Avoided (lb)
Northern Red Oak,40.34049243,-74.6665138,,6485,Alive,1,166.952,30.1685,2793.38,103.736,10.7777,169.46,13.1658,14.5221,4.55177,2.25916,4.55244,606.992,299.478,373.679
Northern Red Oak,40.34056552,-74.66657281,,6484,Alive,1,174.596,39.0599,3616.65,93.4095,14.4083,226.545,16.0359,17.688,6.63885,3.25589,5.04372,672.496,277.637,499.559
Northern Red Oak,40.34059056,-74.66653123,,6483,Alive,1,148.325,22.7119,2102.95,99.2635,8.40741,132.192,11.1441,12.2922,2.96848,1.50947,3.82974,510.632,260.923,291.499
Northern Red Oak,40.34061356,-74.66660768,,6482,Alive,1,166.952,30.1685,2793.38,103.736,10.7777,169.46,13.1658,14.5221,4.55177,2.25916,4.55244,606.992,299.478,373.679
Northern Red Oak,40.34063247,-74.66658756,,6481,Alive,1,197.574,50.6046,4685.61,89.4388,20.7833,326.782,21.069,23.2395,9.63668,4.71259,6.04213,805.618,257.915,720.593
Northern Red Oak,40.34051543,-74.66641188,,6480,Alive,1,172.26,33.1512,3069.56,103.166,11.8873,186.907,14.0375,15.4836,5.24132,2.5866,4.77669,636.892,302.584,412.153
Northern Red Oak,40.34054661,-74.66642797,,6479,Alive,1,176.082,37.5969,3481.2,98.0026,13.7026,215.45,15.4725,17.0665,6.28487,3.08496,5.02233,669.644,291.664,475.093
Northern Red Oak,40.3404587,-74.66638505,,6477,Alive,1,117.219,12.2893,1137.89,88.1415,5.05518,79.4839,8.06866,8.89991,1.26225,0.676695,2.40182,320.243,162.878,175.272
Northern Red Oak,40.34070863,-74.66642864,,6471,Alive,1,121.665,13.7765,1275.6,89.6613,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Northern Red Oak,40.34080318,-74.66671698,,6460,Alive,1,174.596,39.0599,3616.65,93.4095,14.4083,226.545,16.0359,17.688,6.63885,3.25589,5.04372,672.496,277.637,499.559
Northern Red Oak,40.3408732,-74.66603369,,6431,Alive,1,152.765,24.2032,2241.03,100.944,8.82761,138.799,11.5275,12.715,3.26639,1.65022,3.99589,532.785,272.739,306.068
Northern Red Oak,40.34092022,-74.66581509,,6429,Alive,1,162.413,53.4511,4949.17,48.3238,22.464,353.208,22.3425,24.6442,10.4115,5.08983,5.42073,722.764,138.054,778.865
Northern Red Oak,40.34076894,-74.66576815,,6423,Alive,1,173.111,40.5228,3752.11,88.8165,15.1139,237.641,16.5993,18.3094,6.99284,3.42682,5.06511,675.348,263.611,524.026
Northern Red Oak,40.34075003,-74.66584191,,6422,Alive,1,174.596,39.0599,3616.65,93.4095,14.4083,226.545,16.0359,17.688,6.63885,3.25589,5.04372,672.496,277.637,499.559
Northern Red Oak,40.34050367,-74.66619596,,6420,Alive,1,169.606,31.6599,2931.47,103.451,11.3325,178.184,13.6016,15.0029,4.89655,2.42288,4.66457,621.942,301.031,392.916
Northern Red Oak,40.34051339,-74.66611817,,6419,Alive,1,177.568,36.134,3345.74,102.596,12.997,204.355,14.9092,16.4451,5.93088,2.91403,5.00094,666.792,305.69,450.626
Northern Red Oak,40.3405691,-74.66604844,,6418,Alive,1,173.111,40.5228,3752.11,88.8165,15.1139,237.641,16.5993,18.3094,6.99284,3.42682,5.06511,675.348,263.611,524.026
Northern Red Oak,40.34058852,-74.66592371,,6416,Alive,1,171.625,41.9858,3887.57,84.2235,15.8196,248.736,17.1627,18.9308,7.34683,3.59775,5.0865,678.2,249.585,548.493
Northern Red Oak,40.34020366,-74.66651917,,6383,Alive,1,174.914,34.6426,3207.65,102.881,12.4421,195.631,14.4733,15.9644,5.5861,2.75031,4.88882,651.842,304.137,431.39
Northern Red Oak,40.34025426,-74.6664454,,6382,Alive,1,174.914,34.6426,3207.65,102.881,12.4421,195.631,14.4733,15.9644,5.5861,2.75031,4.88882,651.842,304.137,431.39
Northern Red Oak,40.34029003,-74.66629252,,6380,Alive,1,169.606,31.6599,2931.47,103.451,11.3325,178.184,13.6016,15.0029,4.89655,2.42288,4.66457,621.942,301.031,392.916
Northern Red Oak,40.3402425,-74.66626033,,6377,Alive,1,168.654,44.9116,4158.48,75.0374,17.2309,270.927,18.2894,20.1737,8.0548,3.9396,5.12928,683.903,221.533,597.426
Northern Red Oak,40.34025937,-74.66625094,,6376,Alive,1,190.344,49.1813,4553.83,85.8385,19.8952,312.818,20.3741,22.4731,9.24121,4.51935,5.81392,775.189,248.82,689.801
Northern Red Oak,40.34002886,-74.66658689,,6369,Alive,1,174.914,34.6426,3207.65,102.881,12.4421,195.631,14.4733,15.9644,5.5861,2.75031,4.88882,651.842,304.137,431.39
Northern Red Oak,40.34004164,-74.66664724,,6368,Alive,1,161.644,27.1857,2517.2,104.306,9.668,152.013,12.2941,13.5607,3.86221,1.93173,4.32819,577.092,296.372,335.206
Northern Red Oak,40.34004368,-74.66607861,165A8FE9-86FF-43DD-8C65-76BEED8AE8B5_pg_5d8defd684923.jpeg,6344,Alive,1,56.2656,0.699733,87.4667,51.8805,0.501644,3.58061,2.65538,1.88592,0.452046,0.0944136,0.0763024,22.845,14.5261,10.7621
Northern Red Oak,40.33449029,-74.65756461,,6319,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33466254,-74.65738758,,6318,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33475353,-74.65736344,,6317,Alive,1,112.772,10.8021,1000.19,86.6217,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.33488183,-74.65725951,,6263,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Northern Red Oak,40.33358657,-74.65778992,,6167,Alive,1,97.9488,5.26166,487.191,83.3686,2.59837,40.8549,4.95994,5.47092,0.527334,0.293186,1.23287,164.383,81.4422,90.0899
Northern Red Oak,40.3335237,-74.65769067,,6166,Alive,1,101.408,6.61274,612.29,83.9464,3.0687,48.25,5.67525,6.25993,0.636889,0.352601,1.46761,195.682,98.1548,106.397
Northern Red Oak,40.33402616,-74.65741709,,6132,Alive,1,94.49,3.91059,362.092,82.7909,2.12804,33.4598,4.24462,4.68191,0.41778,0.23377,0.998137,133.085,64.7296,73.7828
Northern Red Oak,40.33439419,-74.65677269,,6127,Alive,1,112.26,9.74512,1218.14,50.6079,8.75817,62.5137,35.0637,24.9032,7.24097,1.51598,0.843788,252.631,102.619,187.896
Northern Red Oak,40.33420609,-74.65640388,,6105,Alive,1,97.9488,5.26166,487.191,83.3686,2.59837,40.8549,4.95994,5.47092,0.527334,0.293186,1.23287,164.383,81.4422,90.0899
Northern Red Oak,40.33414322,-74.65640523,,6104,Alive,1,104.866,7.96381,737.389,84.5241,3.53903,55.6451,6.39057,7.04895,0.746443,0.412017,1.70235,226.98,114.867,122.704
Northern Red Oak,40.33404763,-74.65616316,,6090,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33394336,-74.65629928,,6087,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33388969,-74.65635963,,6086,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33254585,-74.65730309,,6044,Alive,1,190.344,49.1813,4553.83,85.8385,19.8952,312.818,20.3741,22.4731,9.24121,4.51935,5.81392,775.189,248.82,689.801
Northern Red Oak,40.33296092,-74.65647899,,5981,Alive,1,176.108,34.8611,4357.64,0.00647655,26.3125,187.812,89.3745,63.4762,23.9874,4.9529,1.5658,468.803,0.0022,564.502
Northern Red Oak,40.34923222,-74.65300418,,5907,Alive,1,135.006,18.238,1688.71,94.2208,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34957257,-74.65316512,,5899,Alive,1,117.219,12.2893,1137.89,88.1415,5.05518,79.4839,8.06866,8.89991,1.26225,0.676695,2.40182,320.243,162.878,175.272
Northern Red Oak,40.34017606,-74.66512308,,5765,Alive,1,167.447,20.8352,2604.4,46.7399,17.0514,121.709,66.1893,47.0095,15.1999,3.15404,1.4309,428.414,190.683,365.817
Northern Red Oak,40.34136641,-74.66584727,,5711,Alive,1,112.957,53.4511,4949.17,0.169154,22.3688,351.711,22.2266,24.5164,10.3954,5.0806,4.34649,579.532,0.462374,775.564
Northern Red Oak,40.34144767,-74.66586873,,5710,Alive,1,197.574,50.6046,4685.61,89.4388,20.7833,326.782,21.069,23.2395,9.63668,4.71259,6.04213,805.618,257.915,720.593
Northern Red Oak,40.34160305,-74.6653752,,5706,Alive,1,176.108,34.8611,4357.64,0.00647655,26.3125,187.812,89.3745,63.4762,23.9874,4.9529,1.5658,468.803,0.0022,564.502
Northern Red Oak,40.33873984,-74.66587476,,5655,Alive,1,171.625,41.9858,3887.57,84.2235,15.8196,248.736,17.1627,18.9308,7.34683,3.59775,5.0865,678.2,249.585,548.493
Northern Red Oak,40.33863966,-74.66578491,,5651,Alive,1,112.957,53.4511,4949.17,0.169154,22.3688,351.711,22.2266,24.5164,10.3954,5.0806,4.34649,579.532,0.462374,775.564
Northern Red Oak,40.33804625,-74.66542482,,5638,Alive,1,173.111,40.5228,3752.11,88.8165,15.1139,237.641,16.5993,18.3094,6.99284,3.42682,5.06511,675.348,263.611,524.026
Northern Red Oak,40.34167051,-74.66511033,,5582,Alive,1,174.914,34.6426,3207.65,102.881,12.4421,195.631,14.4733,15.9644,5.5861,2.75031,4.88882,651.842,304.137,431.39
Northern Red Oak,40.34160713,-74.66518544,,5581,Alive,1,195.494,53.4511,4949.17,80.5343,22.5277,354.209,22.42,24.7297,10.4222,5.096,6.13928,818.571,230.089,781.073
Northern Red Oak,40.33450461,-74.65708696,,4303,Alive,1,112.772,10.8021,1000.19,86.6217,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.33443356,-74.65717413,,4302,Alive,1,112.772,10.8021,1000.19,86.6217,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.33419076,-74.65709232,,4297,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33435995,-74.65724521,,4294,Alive,1,112.772,10.8021,1000.19,86.6217,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.33409109,-74.65739586,,4290,Alive,1,112.772,10.8021,1000.19,86.6217,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.33424545,-74.65733819,,4288,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.33400572,-74.65725773,,4285,Alive,1,101.408,6.61274,612.29,83.9464,3.0687,48.25,5.67525,6.25993,0.636889,0.352601,1.46761,195.682,98.1548,106.397
Northern Red Oak,40.34315522,-74.65365358,,3638,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34325934,-74.65328628,,3609,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34495163,-74.65666641,5D087807-DEE0-4884-8E3B-F50515174B7E_pg_5bc0bb21ce533.jpeg,3604,Alive,1,119.821,40.5228,3752.11,35.5266,15.1139,237.641,16.5993,18.3094,6.99284,3.42682,5.06511,675.348,263.611,524.026
Northern Red Oak,40.3461999,-74.65509785,,3540,Alive,1,67.8687,13.7765,1275.6,35.8645,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Northern Red Oak,40.34786559,-74.65823412,,3493,Alive,1,112.856,53.4511,4949.17,0.0676618,22.3688,351.711,22.2266,24.5164,10.3954,5.0806,4.34649,579.532,0.462374,775.564
Northern Red Oak,40.34888154,-74.6593438,,3429,Alive,1,88.767,22.7119,2102.95,39.7054,8.40741,132.192,11.1441,12.2922,2.96848,1.50947,3.82974,510.632,260.923,291.499
Northern Red Oak,40.34773292,-74.66012756,,3419,Alive,1,71.4036,15.2636,1413.3,36.4725,6.10099,95.9276,9.03142,9.96185,1.6685,0.881957,2.86655,382.207,194.176,211.532
Northern Red Oak,40.34782485,-74.65980961,,3393,Alive,1,113.185,34.6426,3207.65,41.1523,12.4421,195.631,14.4733,15.9644,5.5861,2.75031,4.88882,651.842,304.137,431.39
Northern Red Oak,40.3462173,-74.65860944,,3318,Alive,1,99.0607,27.1857,2517.2,41.7225,9.668,152.013,12.2941,13.5607,3.86221,1.93173,4.32819,577.092,296.372,335.206
Northern Red Oak,40.34623993,-74.65513438,,3293,Alive,1,71.4036,15.2636,1413.3,36.4725,6.10099,95.9276,9.03142,9.96185,1.6685,0.881957,2.86655,382.207,194.176,211.532
Northern Red Oak,40.34610982,-74.65501254,,3179,Alive,1,60.7989,10.8021,1000.19,34.6487,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.34355997,-74.65697318,,3048,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34896593,-74.65998343,,2864,Alive,1,81.9046,19.7293,1826.79,38.3607,7.56701,118.978,10.3775,11.4466,2.37266,1.22797,3.49744,466.325,237.29,262.361
Northern Red Oak,40.34342632,-74.65758978,,2700,Alive,1,36.1813,0.876548,81.1618,33.6141,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Northern Red Oak,40.34641048,-74.6572757,,2553,Removed,1,,,,,,,,,,,,,,
Northern Red Oak,40.34189202,-74.6555706,,2368,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34648014,-74.65462815,,2304,Alive,1,60.7989,10.8021,1000.19,34.6487,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.34643277,-74.65458427,,2303,Alive,1,60.7989,10.8021,1000.19,34.6487,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Northern Red Oak,40.34350459,-74.65712555,,2080,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34321322,-74.65813116,,2067,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.3433457,-74.65795262,,2065,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34324434,-74.65818471,,2063,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34951032,-74.65996021,,2036,Alive,1,119.821,40.5228,3752.11,35.5266,15.1139,237.641,16.5993,18.3094,6.99284,3.42682,5.06511,675.348,263.611,524.026
Northern Red Oak,40.34954043,-74.65983971,,2035,Alive,1,118.55,39.0599,3616.65,37.3638,14.4083,226.545,16.0359,17.688,6.63885,3.25589,5.04372,672.496,277.637,499.559
Northern Red Oak,40.34881363,-74.6625195,,2013,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34321813,-74.65346557,,2000,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34304946,-74.65636043,,1951,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.3432336,-74.65807172,,1702,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34332315,-74.6579846,,1701,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34330508,-74.65798804,,1700,Alive,1,39.0126,1.81995,168.514,33.3688,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Northern Red Oak,40.34348706,-74.65720788,,1690,Alive,1,41.8438,2.76336,255.866,33.1235,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Northern Red Oak,40.34262285,-74.65596036,,1470,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.3426847,-74.65598615,,1457,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34273576,-74.65595003,,1456,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Northern Red Oak,40.34895541,-74.66199308,,1025,Alive,1,74.9385,16.7508,1551,37.0804,6.6239,104.149,9.5128,10.4928,1.87162,0.984588,3.09892,413.189,209.825,229.662
Northern Red Oak,40.34804263,-74.65830726,,993,Alive,1,133.771,47.7581,4422.05,32.8952,19.0071,298.854,19.6792,21.7066,8.84574,4.3261,5.5857,744.76,239.724,659.009
Northern Red Oak,40.34745941,-74.65849717,,978,Alive,1,133.771,47.7581,4422.05,32.8952,19.0071,298.854,19.6792,21.7066,8.84574,4.3261,5.5857,744.76,239.724,659.009
Northern Red Oak,40.34742424,-74.65846123,,977,Alive,1,176.108,34.8611,4357.64,0.00647655,26.3125,187.812,89.3745,63.4762,23.9874,4.9529,1.5658,468.803,0.0022,564.502
Northern Red Oak,40.3475033,-74.65843962,,976,Alive,1,128.701,46.3349,4290.27,31.4551,18.119,284.89,18.9843,20.9401,8.45027,4.13285,5.35749,714.332,230.628,628.217
Northern Red Oak,40.34741768,-74.65705822,,919,Alive,1,203.055,31.3171,3914.64,39.3981,24.037,171.57,84.2313,59.8234,21.8388,4.51344,2.23214,668.306,225.981,515.684
Northern Red Oak,40.34834799,-74.6575773,,829,Alive,1,188.48,34.8611,4357.64,12.1033,26.3125,187.812,89.3745,63.4762,23.9874,4.9529,1.84137,551.309,76.437,564.502
Northern Red Oak,40.34921336,-74.65897787,,791,Removed,1,,,,,,,,,,,,,,
Northern Red Oak,40.34947027,-74.65909371,,790,Alive,1,121.091,41.9858,3887.57,33.6894,15.8196,248.736,17.1627,18.9308,7.34683,3.59775,5.0865,678.2,249.585,548.493
Northern Red Oak,40.34363422,-74.65671392,,722,Alive,1,138.841,49.1813,4553.83,34.3354,19.8952,312.818,20.3741,22.4731,9.24121,4.51935,5.81392,775.189,248.82,689.801
Northern Red Oak,40.34351539,-74.65662073,,721,Alive,1,133.771,47.7581,4422.05,32.8952,19.0071,298.854,19.6792,21.7066,8.84574,4.3261,5.5857,744.76,239.724,659.009
Northern Red Oak,40.34601391,-74.65866432,,717,Alive,1,180.181,24.3042,3038.02,44.6196,19.4065,138.519,72.6387,51.59,17.4451,3.61401,1.76654,528.904,206.669,416.342
Northern Red Oak,40.34559747,-74.6598326,image_pg_5d70e3b9001a2.jpg,651,Alive,1,176.123,34.8611,4357.64,0.00647655,26.3125,187.812,89.3745,63.4762,23.9874,4.9529,1.581,473.355,0.0022,564.502
Northern Red Oak,40.34730432,-74.66130127,,600,Alive,1,128.701,46.3349,4290.27,31.4551,18.119,284.89,18.9843,20.9401,8.45027,4.13285,5.35749,714.332,230.628,628.217
Northern Red Oak,40.34708901,-74.661109,,598,Alive,1,112.856,53.4511,4949.17,0.0676618,22.3688,351.711,22.2266,24.5164,10.3954,5.0806,4.34649,579.532,0.462374,775.564
Northern Red Oak,40.34635136,-74.65738793,,559,Alive,1,112.856,53.4511,4949.17,0.0676618,22.3688,351.711,22.2266,24.5164,10.3954,5.0806,4.34649,579.532,0.462374,775.564
Northern Red Oak,40.34330875,-74.65771664,,483,Alive,1,44.8155,3.91059,362.092,33.1163,2.12804,33.4598,4.24462,4.68191,0.41778,0.23377,0.998137,133.085,64.7296,73.7828
Northern Red Oak,40.3468368,-74.65902218,,466,Alive,1,51.0397,6.61274,612.29,33.5785,3.0687,48.25,5.67525,6.25993,0.636889,0.352601,1.46761,195.682,98.1548,106.397
Northern Red Oak,40.346631,-74.65893764,,464,Alive,1,57.264,9.31488,862.489,34.0407,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Northern Red Oak,40.34642688,-74.65884613,,462,Alive,1,54.1518,7.96381,737.389,33.8096,3.53903,55.6451,6.39057,7.04895,0.746443,0.412017,1.70235,226.98,114.867,122.704
Northern Red Oak,40.34782786,-74.65570553,,407,Alive,1,126.542,53.4511,4949.17,12.8874,22.4322,352.707,22.3037,24.6015,10.4061,5.08674,5.06145,674.86,92.037,777.761
Northern Red Oak,40.34615883,-74.65506654,,219,Alive,1,54.1518,7.96381,737.389,33.8096,3.53903,55.6451,6.39057,7.04895,0.746443,0.412017,1.70235,226.98,114.867,122.704
Northern Red Oak,40.34878177,-74.66260704,,165,Alive,1,104.711,30.1685,2793.38,41.4944,10.7777,169.46,13.1658,14.5221,4.55177,2.25916,4.55244,606.992,299.478,373.679
Norway Maple,40.34728464,-74.6456898,,9238,Alive,1,203.055,31.3171,3914.64,39.3981,24.037,171.57,84.2313,59.8234,21.8388,4.51344,2.23214,668.306,225.981,515.684
Norway Maple,40.3473848,-74.65235174,,8652,Alive,1,119.071,10.827,1353.37,50.3404,10.091,72.0275,38.6722,27.466,8.19183,1.71689,0.948906,284.104,112.276,216.491
Norway Maple,40.34739656,-74.65231687,,8651,Alive,1,98.6365,7.58147,947.683,51.143,6.09242,43.4862,27.8468,19.7776,5.33925,1.11418,0.633553,189.687,83.3041,130.705
Norway Maple,40.34737049,-74.65227529,,8650,Alive,1,105.448,8.6633,1082.91,50.8755,7.42529,53,31.4553,22.3404,6.29011,1.31508,0.738671,221.159,92.9615,159.3
Norway Maple,40.34742058,-74.6522136,,8648,Alive,1,148.82,16.3267,2040.84,48.6052,15.0769,107.615,55.0615,39.1062,12.4296,2.59775,1.31981,395.152,157.726,323.457
Norway Maple,40.34738225,-74.65218008,,8647,Alive,1,98.6365,7.58147,947.683,51.143,6.09242,43.4862,27.8468,19.7776,5.33925,1.11418,0.633553,189.687,83.3041,130.705
Norway Maple,40.34735516,-74.65214118,,8646,Alive,1,112.26,9.74512,1218.14,50.6079,8.75817,62.5137,35.0637,24.9032,7.24097,1.51598,0.843788,252.631,102.619,187.896
Norway Maple,40.34690442,-74.65195008,,8645,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Norway Maple,40.34681549,-74.6519313,,8643,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Norway Maple,40.34684258,-74.65192325,,8642,Alive,1,158.133,18.5809,2322.62,47.6726,16.0642,114.662,60.6254,43.0578,13.8147,2.87589,1.37535,411.783,174.205,344.637
Norway Maple,40.34695041,-74.65199433,,8641,Alive,1,119.071,10.827,1353.37,50.3404,10.091,72.0275,38.6722,27.466,8.19183,1.71689,0.948906,284.104,112.276,216.491
Norway Maple,40.34696932,-74.65196081,,8640,Alive,1,125.883,11.9088,1488.6,50.0729,11.4239,81.5412,42.2806,30.0289,9.14269,1.91779,1.05402,315.576,121.934,245.086
Norway Maple,40.34704444,-74.65204395,,8637,Alive,1,119.071,10.827,1353.37,50.3404,10.091,72.0275,38.6722,27.466,8.19183,1.71689,0.948906,284.104,112.276,216.491
Norway Maple,40.3473015,-74.6521204,,8630,Alive,1,203.055,31.3171,3914.64,39.3981,24.037,171.57,84.2313,59.8234,21.8388,4.51344,2.23214,668.306,225.981,515.684
Norway Maple,40.34677563,-74.65239935,,8628,Alive,1,112.26,9.74512,1218.14,50.6079,8.75817,62.5137,35.0637,24.9032,7.24097,1.51598,0.843788,252.631,102.619,187.896
Norway Maple,40.34676694,-74.6524597,,8625,Alive,1,98.6365,7.58147,947.683,51.143,6.09242,43.4862,27.8468,19.7776,5.33925,1.11418,0.633553,189.687,83.3041,130.705
Norway Maple,40.34704955,-74.65251736,,8613,Alive,1,162.79,19.7081,2463.51,47.2063,16.5578,118.185,63.4074,45.0336,14.5073,3.01497,1.40313,420.098,182.444,355.227
Norway Maple,40.34609081,-74.63961795,,8393,Alive,1,175.936,23.1479,2893.48,45.3264,18.6214,132.915,70.4889,50.0632,16.6967,3.46069,1.65466,495.407,201.34,399.5
Norway Maple,40.34331723,-74.66050096,,8128,Alive,1,98.6365,7.58147,947.683,51.143,6.09242,43.4862,27.8468,19.7776,5.33925,1.11418,0.633553,189.687,83.3041,130.705
Norway Maple,40.34335659,-74.66038026,,8127,Alive,1,105.448,8.6633,1082.91,50.8755,7.42529,53,31.4553,22.3404,6.29011,1.31508,0.738671,221.159,92.9615,159.3
Norway Maple,40.34361673,-74.66022201,,8124,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Norway Maple,40.34354875,-74.66049694,,8123,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Norway Maple,40.34489032,-74.64400068,,7892,Alive,1,176.082,37.5969,3481.2,98.0026,13.7026,215.45,15.4725,17.0665,6.28487,3.08496,5.02233,669.644,291.664,475.093
Norway Maple,40.34514177,-74.64419246,,7890,Stump,1,,,,,,,,,,,,,,
Norway Maple,40.34858423,-74.6495676,,7822,Alive,1,117.219,12.2893,1137.89,88.1415,5.05518,79.4839,8.06866,8.89991,1.26225,0.676695,2.40182,320.243,162.878,175.272
Norway Maple,40.35120786,-74.65174489,,7746,Alive,1,91.529,2.76336,255.866,82.8086,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
